ArgumentationID,ArgumentID,ProponentID,Step,Timestamp
97,0,ArgAgent2,292,1381942589303
97,0,ArgAgent1,292,1381942589313
97,1,ArgAgent2,293,1381942589322
98,0,ArgAgent2,295,1381942589332
98,0,ArgAgent1,295,1381942589334
98,2,ArgAgent2,296,1381942589350
99,0,ArgAgent1,298,1381942589360
99,0,ArgAgent2,298,1381942589376
99,2,ArgAgent1,299,1381942589383
100,0,ArgAgent1,301,1381942589404
100,0,ArgAgent2,301,1381942589407
100,1,ArgAgent1,302,1381942589411
101,0,ArgAgent2,304,1381942589420
101,0,ArgAgent1,304,1381942589423
101,1,ArgAgent2,305,1381942589444
102,0,ArgAgent2,307,1381942589460
102,0,ArgAgent1,307,1381942589462
102,1,ArgAgent2,308,1381942589470
103,0,ArgAgent2,310,1381942589493
103,0,ArgAgent1,310,1381942589496
103,2,ArgAgent2,311,1381942589508
104,0,ArgAgent2,313,1381942589517
104,0,ArgAgent1,313,1381942589519
104,1,ArgAgent2,314,1381942589535
105,0,ArgAgent1,316,1381942589551
105,0,ArgAgent2,316,1381942589554
105,2,ArgAgent1,317,1381942589561
106,0,ArgAgent2,319,1381942589578
106,0,ArgAgent1,319,1381942589580
106,1,ArgAgent2,320,1381942589588
107,0,ArgAgent2,322,1381942589607
107,0,ArgAgent1,322,1381942589609
107,2,ArgAgent2,323,1381942589622
108,0,ArgAgent1,325,1381942589635
108,0,ArgAgent2,325,1381942589647
108,2,ArgAgent1,326,1381942589651
109,0,ArgAgent2,328,1381942589663
109,0,ArgAgent1,328,1381942589678
109,2,ArgAgent2,329,1381942589712
110,0,ArgAgent1,331,1381942589734
110,0,ArgAgent2,331,1381942589738
110,1,ArgAgent1,332,1381942589759
111,0,ArgAgent1,334,1381942589789
111,0,ArgAgent2,334,1381942589794
111,2,ArgAgent1,335,1381942589838
112,0,ArgAgent1,337,1381942589847
112,0,ArgAgent2,337,1381942589851
112,1,ArgAgent1,338,1381942589863
113,0,ArgAgent1,340,1381942589880
113,0,ArgAgent2,340,1381942589883
113,2,ArgAgent1,341,1381942589890
114,0,ArgAgent2,343,1381942589903
114,0,ArgAgent1,343,1381942589906
114,1,ArgAgent2,344,1381942589923
115,0,ArgAgent2,346,1381942589940
115,0,ArgAgent1,346,1381942589941
115,2,ArgAgent2,347,1381942589950
116,0,ArgAgent1,349,1381942589961
116,0,ArgAgent2,349,1381942589970
116,1,ArgAgent1,350,1381942589975
117,0,ArgAgent2,352,1381942589992
117,0,ArgAgent1,352,1381942589995
117,1,ArgAgent2,353,1381942590005
118,0,ArgAgent2,355,1381942590016
118,0,ArgAgent1,355,1381942590025
118,2,ArgAgent2,356,1381942590033
119,0,ArgAgent2,358,1381942590050
119,0,ArgAgent1,358,1381942590053
119,2,ArgAgent2,359,1381942590064
120,0,ArgAgent1,361,1381942590073
120,0,ArgAgent2,361,1381942590082
120,2,ArgAgent1,362,1381942590087
121,0,ArgAgent2,364,1381942590107
121,0,ArgAgent1,364,1381942590110
121,1,ArgAgent2,365,1381942590118
122,0,ArgAgent1,367,1381942590135
122,0,ArgAgent2,367,1381942590137
122,1,ArgAgent1,368,1381942590142
123,0,ArgAgent1,370,1381942590150
123,0,ArgAgent2,370,1381942590160
123,2,ArgAgent1,371,1381942590164
124,0,ArgAgent2,373,1381942590236
124,0,ArgAgent1,373,1381942590239
124,2,ArgAgent2,374,1381942590252
125,0,ArgAgent1,376,1381942590274
125,0,ArgAgent2,376,1381942590278
125,2,ArgAgent1,377,1381942590295
126,0,ArgAgent1,379,1381942590307
126,0,ArgAgent2,379,1381942590311
126,1,ArgAgent1,380,1381942590326
127,0,ArgAgent2,382,1381942590339
127,0,ArgAgent1,382,1381942590351
127,1,ArgAgent2,383,1381942590360
128,0,ArgAgent1,385,1381942590378
128,0,ArgAgent2,385,1381942590382
128,1,ArgAgent1,386,1381942590400
129,0,ArgAgent1,388,1381942590426
129,0,ArgAgent2,388,1381942590430
129,2,ArgAgent1,389,1381942590437
130,0,ArgAgent1,391,1381942590451
130,0,ArgAgent2,391,1381942590456
130,2,ArgAgent1,392,1381942590474
131,0,ArgAgent1,394,1381942590490
131,0,ArgAgent2,394,1381942590501
131,1,ArgAgent1,395,1381942590506
132,0,ArgAgent1,397,1381942590516
132,0,ArgAgent2,397,1381942590519
132,2,ArgAgent1,398,1381942590536
133,0,ArgAgent1,400,1381942590557
133,0,ArgAgent2,400,1381942590559
133,2,ArgAgent1,401,1381942590564
134,0,ArgAgent1,403,1381942590573
134,0,ArgAgent2,403,1381942590577
134,1,ArgAgent1,404,1381942590593
135,0,ArgAgent1,406,1381942590602
135,0,ArgAgent2,406,1381942590614
135,2,ArgAgent1,407,1381942590618
136,0,ArgAgent1,409,1381942590627
136,0,ArgAgent2,409,1381942590638
136,2,ArgAgent1,410,1381942590643
137,0,ArgAgent1,412,1381942590662
137,0,ArgAgent2,412,1381942590666
137,1,ArgAgent1,413,1381942590672
138,0,ArgAgent1,415,1381942590689
138,0,ArgAgent2,415,1381942590693
138,1,ArgAgent1,416,1381942590697
139,0,ArgAgent2,418,1381942590708
139,0,ArgAgent1,418,1381942590717
139,1,ArgAgent2,419,1381942590726
140,0,ArgAgent1,421,1381942590757
140,0,ArgAgent2,421,1381942590761
140,1,ArgAgent1,422,1381942590766
141,0,ArgAgent1,424,1381942590777
141,0,ArgAgent2,424,1381942590781
141,1,ArgAgent1,425,1381942590796
142,0,ArgAgent1,427,1381942590804
142,0,ArgAgent2,427,1381942590807
142,1,ArgAgent1,428,1381942590818
143,0,ArgAgent1,430,1381942590835
143,0,ArgAgent2,430,1381942590838
143,1,ArgAgent1,431,1381942590842
144,0,ArgAgent2,433,1381942590853
144,0,ArgAgent1,433,1381942590855
144,1,ArgAgent2,434,1381942590873
145,0,ArgAgent2,436,1381942590883
145,0,ArgAgent1,436,1381942590892
145,2,ArgAgent2,437,1381942590901
146,0,ArgAgent2,439,1381942590918
146,0,ArgAgent1,439,1381942590919
146,2,ArgAgent2,440,1381942590928
147,0,ArgAgent1,442,1381942590937
147,0,ArgAgent2,442,1381942590939
147,2,ArgAgent1,443,1381942590952
148,0,ArgAgent2,445,1381942590964
148,0,ArgAgent1,445,1381942590973
148,1,ArgAgent2,446,1381942590982
149,0,ArgAgent2,448,1381942590994
149,0,ArgAgent1,448,1381942591008
149,1,ArgAgent2,449,1381942591018
150,0,ArgAgent2,451,1381942591027
150,0,ArgAgent1,451,1381942591029
150,2,ArgAgent2,452,1381942591045
151,0,ArgAgent1,454,1381942591060
151,0,ArgAgent2,454,1381942591063
151,2,ArgAgent1,455,1381942591067
152,0,ArgAgent2,457,1381942591079
152,0,ArgAgent1,457,1381942591080
152,1,ArgAgent2,458,1381942591098
153,0,ArgAgent1,460,1381942591109
153,0,ArgAgent2,460,1381942591113
153,2,ArgAgent1,461,1381942591129
154,0,ArgAgent2,463,1381942591147
154,0,ArgAgent1,463,1381942591149
154,2,ArgAgent2,464,1381942591159
155,0,ArgAgent1,466,1381942591167
155,0,ArgAgent2,466,1381942591180
155,2,ArgAgent1,467,1381942591187
156,0,ArgAgent2,469,1381942591205
156,0,ArgAgent1,469,1381942591208
156,2,ArgAgent2,470,1381942591217
157,0,ArgAgent1,472,1381942591227
157,0,ArgAgent2,472,1381942591241
157,1,ArgAgent1,473,1381942591249
158,0,ArgAgent2,475,1381942591260
158,0,ArgAgent1,475,1381942591262
158,2,ArgAgent2,476,1381942591284
159,0,ArgAgent2,478,1381942591308
159,0,ArgAgent1,478,1381942591310
159,2,ArgAgent2,479,1381942591319
160,0,ArgAgent2,481,1381942591333
160,0,ArgAgent1,481,1381942591335
160,2,ArgAgent2,482,1381942591353
161,0,ArgAgent1,484,1381942591363
161,0,ArgAgent2,484,1381942591366
161,2,ArgAgent1,485,1381942591380
162,0,ArgAgent2,487,1381942591389
162,0,ArgAgent1,487,1381942591391
162,2,ArgAgent2,488,1381942591416
163,0,ArgAgent2,490,1381942591424
163,0,ArgAgent1,490,1381942591434
163,1,ArgAgent2,491,1381942591443
164,0,ArgAgent1,493,1381942591451
164,0,ArgAgent2,493,1381942591454
164,2,ArgAgent1,494,1381942591465
165,0,ArgAgent2,496,1381942591476
165,0,ArgAgent1,496,1381942591484
165,2,ArgAgent2,497,1381942591494
166,0,ArgAgent2,499,1381942591506
166,0,ArgAgent1,499,1381942591509
166,2,ArgAgent2,500,1381942591530
167,0,ArgAgent1,502,1381942591541
167,0,ArgAgent2,502,1381942591544
167,2,ArgAgent1,503,1381942591555
168,0,ArgAgent2,505,1381942591576
168,0,ArgAgent1,505,1381942591578
168,2,ArgAgent2,506,1381942591587
169,0,ArgAgent1,508,1381942591604
169,0,ArgAgent2,508,1381942591608
169,2,ArgAgent1,509,1381942591614
170,0,ArgAgent1,511,1381942591629
170,0,ArgAgent2,511,1381942591633
170,1,ArgAgent1,512,1381942591639
171,0,ArgAgent1,514,1381942591649
171,0,ArgAgent2,514,1381942591652
171,1,ArgAgent1,515,1381942591665
172,0,ArgAgent1,517,1381942591680
172,0,ArgAgent2,517,1381942591683
172,2,ArgAgent1,518,1381942591689
173,0,ArgAgent1,520,1381942591698
173,0,ArgAgent2,520,1381942591708
173,1,ArgAgent1,521,1381942591715
174,0,ArgAgent2,523,1381942591725
174,0,ArgAgent1,523,1381942591727
174,2,ArgAgent2,524,1381942591743
175,0,ArgAgent2,526,1381942591765
175,0,ArgAgent1,526,1381942591768
175,2,ArgAgent2,527,1381942591779
176,0,ArgAgent1,529,1381942591800
176,0,ArgAgent2,529,1381942591803
176,2,ArgAgent1,530,1381942591807
177,0,ArgAgent1,532,1381942591816
177,0,ArgAgent2,532,1381942591826
177,2,ArgAgent1,533,1381942591833
178,0,ArgAgent2,535,1381942591842
178,0,ArgAgent1,535,1381942591851
178,1,ArgAgent2,536,1381942591863
179,0,ArgAgent1,538,1381942591873
179,0,ArgAgent2,538,1381942591883
179,1,ArgAgent1,539,1381942591887
180,0,ArgAgent1,541,1381942591895
180,0,ArgAgent2,541,1381942591905
180,2,ArgAgent1,542,1381942591911
181,0,ArgAgent1,544,1381942591928
181,0,ArgAgent2,544,1381942591931
181,2,ArgAgent1,545,1381942591936
182,0,ArgAgent2,547,1381942591952
182,0,ArgAgent1,547,1381942591953
182,2,ArgAgent2,548,1381942591962
183,0,ArgAgent2,550,1381942591973
183,0,ArgAgent1,550,1381942591976
183,1,ArgAgent2,551,1381942591993
184,0,ArgAgent2,553,1381942592002
184,0,ArgAgent1,553,1381942592004
184,1,ArgAgent2,554,1381942592019
185,0,ArgAgent1,556,1381942592040
185,0,ArgAgent2,556,1381942592045
185,2,ArgAgent1,557,1381942592051
186,0,ArgAgent2,559,1381942592068
186,0,ArgAgent1,559,1381942592070
186,1,ArgAgent2,560,1381942592081
187,0,ArgAgent1,562,1381942592091
187,0,ArgAgent2,562,1381942592100
187,2,ArgAgent1,563,1381942592104
188,0,ArgAgent2,565,1381942592114
188,0,ArgAgent1,565,1381942592115
188,2,ArgAgent2,566,1381942592131
189,0,ArgAgent2,568,1381942592143
189,0,ArgAgent1,568,1381942592152
189,1,ArgAgent2,569,1381942592163
190,0,ArgAgent2,571,1381942592180
190,0,ArgAgent1,571,1381942592183
190,2,ArgAgent2,572,1381942592205
191,0,ArgAgent1,574,1381942592226
191,0,ArgAgent2,574,1381942592230
191,2,ArgAgent1,575,1381942592244
192,0,ArgAgent2,577,1381942592463
192,0,ArgAgent1,577,1381942592471
192,1,ArgAgent2,578,1381942592480
193,0,ArgAgent2,580,1381942592496
193,0,ArgAgent1,580,1381942592497
193,1,ArgAgent2,581,1381942592506
194,0,ArgAgent1,583,1381942592515
194,0,ArgAgent2,583,1381942592517
194,1,ArgAgent1,584,1381942592529
195,0,ArgAgent2,586,1381942592549
195,0,ArgAgent1,586,1381942592551
195,2,ArgAgent2,587,1381942592565
196,0,ArgAgent1,589,1381942592584
196,0,ArgAgent2,589,1381942592587
196,2,ArgAgent1,590,1381942592591
197,0,ArgAgent1,592,1381942592610
197,0,ArgAgent2,592,1381942592623
197,1,ArgAgent1,593,1381942592629
198,0,ArgAgent1,595,1381942592648
198,0,ArgAgent2,595,1381942592663
198,2,ArgAgent1,596,1381942592681
199,0,ArgAgent2,598,1381942592707
199,0,ArgAgent1,598,1381942592710
199,2,ArgAgent2,599,1381942592728
200,0,ArgAgent1,601,1381942592754
200,0,ArgAgent2,601,1381942592757
200,1,ArgAgent1,602,1381942592772
201,0,ArgAgent1,604,1381942592783
201,0,ArgAgent2,604,1381942592785
201,2,ArgAgent1,605,1381942592800
202,0,ArgAgent2,607,1381942592814
202,0,ArgAgent1,607,1381942592816
202,2,ArgAgent2,608,1381942592838
203,0,ArgAgent1,610,1381942592853
203,0,ArgAgent2,610,1381942592856
203,1,ArgAgent1,611,1381942592860
204,0,ArgAgent2,613,1381942592875
204,0,ArgAgent1,613,1381942592877
204,1,ArgAgent2,614,1381942592887
205,0,ArgAgent2,616,1381942592899
205,0,ArgAgent1,616,1381942592908
205,1,ArgAgent2,617,1381942592918
206,0,ArgAgent2,619,1381942592928
206,0,ArgAgent1,619,1381942592937
206,1,ArgAgent2,620,1381942592948
207,0,ArgAgent1,622,1381942592967
207,0,ArgAgent2,622,1381942592969
207,1,ArgAgent1,623,1381942592976
208,0,ArgAgent1,625,1381942592986
208,0,ArgAgent2,625,1381942592995
208,1,ArgAgent1,626,1381942593000
209,0,ArgAgent2,628,1381942593023
209,0,ArgAgent1,628,1381942593026
209,2,ArgAgent2,629,1381942593035
210,0,ArgAgent1,631,1381942593051
210,0,ArgAgent2,631,1381942593054
210,1,ArgAgent1,632,1381942593058
211,0,ArgAgent1,634,1381942593069
211,0,ArgAgent2,634,1381942593074
211,1,ArgAgent1,635,1381942593089
212,0,ArgAgent2,637,1381942593112
212,0,ArgAgent1,637,1381942593114
212,1,ArgAgent2,638,1381942593122
213,0,ArgAgent1,640,1381942593134
213,0,ArgAgent2,640,1381942593138
213,1,ArgAgent1,641,1381942593153
214,0,ArgAgent1,643,1381942593162
214,0,ArgAgent2,643,1381942593175
214,2,ArgAgent1,644,1381942593179
215,0,ArgAgent2,646,1381942593192
215,0,ArgAgent1,646,1381942593195
215,1,ArgAgent2,647,1381942593220
216,0,ArgAgent1,649,1381942593230
216,0,ArgAgent2,649,1381942593234
216,1,ArgAgent1,650,1381942593254
217,0,ArgAgent2,652,1381942593281
217,0,ArgAgent1,652,1381942593284
217,1,ArgAgent2,653,1381942593296
218,0,ArgAgent1,655,1381942593306
218,0,ArgAgent2,655,1381942593309
218,2,ArgAgent1,656,1381942593325
219,0,ArgAgent1,658,1381942593337
219,0,ArgAgent2,658,1381942593347
219,2,ArgAgent1,659,1381942593356
220,0,ArgAgent2,661,1381942593373
220,0,ArgAgent1,661,1381942593388
220,1,ArgAgent2,662,1381942593400
221,0,ArgAgent1,664,1381942593410
221,0,ArgAgent2,664,1381942593422
221,1,ArgAgent1,665,1381942593426
222,0,ArgAgent1,667,1381942593436
222,0,ArgAgent2,667,1381942593440
222,2,ArgAgent1,668,1381942593457
223,0,ArgAgent1,670,1381942593476
223,0,ArgAgent2,670,1381942593481
223,2,ArgAgent1,671,1381942593487
224,0,ArgAgent2,673,1381942593499
224,0,ArgAgent1,673,1381942593502
224,2,ArgAgent2,674,1381942593521
225,0,ArgAgent2,676,1381942593531
225,0,ArgAgent1,676,1381942593533
225,2,ArgAgent2,677,1381942593553
226,0,ArgAgent2,679,1381942593574
226,0,ArgAgent1,679,1381942593576
226,1,ArgAgent2,680,1381942593587
227,0,ArgAgent1,682,1381942593606
227,0,ArgAgent2,682,1381942593608
227,1,ArgAgent1,683,1381942593614
228,0,ArgAgent2,685,1381942593628
228,0,ArgAgent1,685,1381942593641
228,2,ArgAgent2,686,1381942593650
229,0,ArgAgent2,688,1381942593668
229,0,ArgAgent1,688,1381942593670
229,2,ArgAgent2,689,1381942593682
230,0,ArgAgent2,691,1381942593693
230,0,ArgAgent1,691,1381942593695
230,1,ArgAgent2,692,1381942593714
231,0,ArgAgent2,694,1381942593725
231,0,ArgAgent1,694,1381942593729
231,2,ArgAgent2,695,1381942593750
232,0,ArgAgent2,697,1381942593773
